type_acci;date;heure;commune;luminosite_accident;cond_atmos;Intersection;categorie_route;type_collision;type_vehicule_1;manoeuvre_vehicule_1;type_vehicule_2;age_usager;sexe_usager;gravite_usager;etat_usager;nombre_usagers;nb_veh;nombre_pietons;nombre_motos;nombre_vl;nombre_pl;age_usa1_categ;accident_pieton;accident_moto;categorie_vl;accident_pl;categorie_age;categorie_usagers
Leger;15/03/2019;08:20;Non renseignee nterre;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Scooter > 50 cm3 et <= 125 cm3;Manoeuvre devitement;Non renseignee ;39;Masculin;Blessee Leger;Non renseignee ;3;3;0;1;2;0;Adulte (35-49);Sans pieton;Avec moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;08/09/2021;08:30;Non renseignee nterre;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Changeant de file A$roite;Motocyclette > 125 cm3;24;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;17/02/2019;19:25;La Garenne-Colombes;Nuit avec eclairage public allumee;Normale;Intersection en T;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Non renseignee ;71;Feminin;Indemne;Non renseignee ;2;2;0;0;2;0;Senior (65+);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;04/11/2014;08:25;La Garenne-Colombes;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;VL seul;58;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;30/09/2021;01:20;Non renseignee nterre;Nuit sanseclairage public;Normale;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Meme sens, Meme file;Non renseignee ;25;Feminin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;14/11/2014;13:30;Levallois-Perret;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;35;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;23/03/2014;15:20;Non renseignee nterre;Plein jour;Pluie legere;Hors intersection;Route departementale;Sans collision;VL seul;Se deportant A$roite;Non renseignee ;51;Masculin;Blessee Leger;Non renseignee ;5;1;0;0;1;0;Senior actif (50-64);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;04/12/2014;14:10;Chatillon;Plein jour;Temps couvert;Hors intersection;Voie commuNon renseignee le;Collision frontale;VL seul;Sedeportant A'auche;PL seul > 7,5T;43;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;1;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Avec poids lourd;Adulte (35-49);2 usagers
Leger;19/03/2019;11:40;Bois-Colombes;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;Meme sens, Meme file;Non renseignee ;73;Masculin;Indemne;Non renseignee ;3;3;0;0;3;0;Senior (65+);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Senior (65+);3-5 usagers
Leger;06/05/2014;16:20;Rueil-Malmaison;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;VU seul 1,5T <= PTAC <= 3,5T;Se deportant A$roite;Non renseignee ;42;Masculin;Blessee Leger;Non renseignee ;2;1;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;20/02/2013;08:30;Issy-les-Moulineaux;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;Ouverture de porte;Bicyclette;43;Masculin;Indemne;Non renseignee ;3;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;15/05/2014;12:00;Suresnes;Plein jour;Autre;Intersection en T;Route departementale;Collision par l'arriere;VL seul;TourNon renseignee nt A$roite;VL seul;30;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;25/09/2013;11:05;Levallois-Perret;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;Sans changement de direction;Non renseignee ;56;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;05/07/2013;19:45;Meudon;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision frontale;VL seul;TourNon renseignee nt A$roite;VL seul;48;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;30/01/2021;20:00;Asnieres-sur-Seine;Nuit avec eclairage public allumee;Normale;Intersection en X;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Non renseignee ;24;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;22/10/2015;08:52;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Collisions multiples;Motocyclette > 125 cm3;Entre 2 files;VL seul;51;Masculin;Blessee hospitalisee;Non renseignee ;3;3;0;1;2;0;Senior actif (50-64);Sans pieton;Avec moto;2 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;30/08/2019;21:40;Clichy;Nuit avec eclairage public allumee;Normale;Intersection en T;Route departementale;Non renseignee ;Motocyclette > 125 cm3;Autres manoeuvre;Non renseignee ;34;Masculin;Blessee Leger;Non renseignee ;1;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;24/05/2013;07:50;Montrouge;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;Motocyclette > 50 cm3 et <= 125 cm3;Sans changement de direction;VU seul 1,5T <= PTAC <= 3,5T;41;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;18/02/2019;21:39;Colombes;Nuit avec eclairage public allumee;Normale;Hors intersection;Route departementale;Non renseignee ;Scooter < 50 cm3;Arrete (hors stationnement);Non renseignee ;32;Masculin;Blessee Leger;Non renseignee ;1;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Grave;10/07/2013;10:35;Chatillon;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;Motocyclette > 50 cm3 et <= 125 cm3;Non renseignee ;VL seul;30;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;24/11/2013;23:15;Montrouge;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision frontale;VL seul;S inserant;VL seul;27;Masculin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;12/08/2015;17:30;Antony;Plein jour;Temps couvert;Hors intersection;Autoroute;Autre collision;VL seul;Sans changement de direction;Non renseignee ;58;Masculin;Blessee Leger;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Grave;20/10/2015;17:30;Asnieres-sur-Seine;Plein jour;Pluie legere;Intersection en X;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;41;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;09/02/2015;08:50;Chaville;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A$roite;Non renseignee ;11;Feminin;Blessee hospitalisee;Non renseignee ;1;1;1;0;1;0;Mineur (-18 ans);Avec pieton;Sans moto;1 VL;Sans poids lourd;Mineur (-18 ans);1 usager
Grave;03/12/2013;12:40;Non renseignee nterre;Plein jour;Autre;Intersection en X;Route departementale;Autre collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;25;Masculin;Blessee Leger;Non renseignee ;3;1;2;1;0;0;Adulte jeune (25-34);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;05/04/2013;11:15;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A'auche;Motocyclette > 50 cm3 et <= 125 cm3;43;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;15/10/2015;08:25;Puteaux;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;29;Masculin;Indemne;Non renseignee ;3;3;0;0;3;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;24/10/2013;17:45;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collisions en chaine;VL seul;Meme sens, Meme file;VU seul 1,5T <= PTAC <= 3,5T;42;Masculin;Indemne;Non renseignee ;4;4;0;0;4;0;Adulte (35-49);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;27/02/2013;09:10;Puteaux;Plein jour;Temps couvert;Hors intersection;Route departementale;Sans collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;49;Feminin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte (35-49);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;01/10/2020;18:00;Asnieres-sur-Seine;Crepuscule ou aube;Pluie legere;Autre intersection;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Motocyclette > 125 cm3;23;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;01/07/2015;08:29;ChateNon renseignee y-Malabry;Plein jour;Autre;Hors intersection;Autoroute;Collision par l'arriere;Motocyclette > 125 cm3;Non renseignee ;Motocyclette > 125 cm3;25;Masculin;Indemne;Non renseignee ;2;2;0;2;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;11/04/2021;04:55;Colombes;Nuit avec eclairage public allumee;Pluie legere;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;Se deportant A$roite;Non renseignee ;28;Masculin;Blessee Leger;Non renseignee ;4;1;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;01/12/2021;21:30;Gennevilliers;Nuit avec eclairage public allumee;Pluie legere;Hors intersection;Route Non renseignee tioNon renseignee le;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;Non renseignee ;38;Masculin;Blessee Leger;Non renseignee ;3;3;0;0;3;0;Adulte (35-49);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;15/04/2015;08:10;Asnieres-sur-Seine;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;Motocyclette > 125 cm3;TourNon renseignee nt A'auche;VL seul;52;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;21/01/2015;19:40;Boulogne-Billancourt;Nuit avec eclairage public allumee;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;25;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;28/08/2015;16:20;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;En faisant demi-tour sur la chaussee;Scooter > 125 cm3;24;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;17/09/2015;10:20;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Scooter > 125 cm3;Sans changement de direction;Non renseignee ;57;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Senior actif (50-64);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;19/06/2015;18:40;Clamart;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;Motocyclette > 125 cm3;Sans changement de direction;VL seul;55;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;20/12/2015;12:15;Clichy;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Scooter > 50 cm3 et <= 125 cm3;TourNon renseignee nt A$roite;Non renseignee ;27;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;09/03/2015;15:25;Colombes;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Scooter > 50 cm3 et <= 125 cm3;22;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;04/06/2015;07:10;Colombes;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Scooter > 50 cm3 et <= 125 cm3;Sans changement de direction;VL seul;36;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;08/06/2015;20:30;Colombes;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;Motocyclette > 50 cm3 et <= 125 cm3;Non renseignee ;VL seul;68;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;24/01/2015;13:10;La Garenne-Colombes;Plein jour;Pluie legere;Intersection en X;Route departementale;Collision par l'arriere;Motocyclette > 125 cm3;Sans changement de direction;VL seul;42;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;21/09/2015;12:30;La Garenne-Colombes;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;34;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;25/09/2015;15:10;Meudon;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Manoeuvre de stationnement;Scooter > 50 cm3 et <= 125 cm3;26;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;03/04/2015;08:50;Montrouge;Plein jour;Pluie legere;Hors intersection;Route departementale;Collision par le cote;VL seul;Meme sens, Meme file;Motocyclette > 50 cm3 et <= 125 cm3;41;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;15/04/2013;09:00;Rueil-Malmaison;Plein jour;Pluie legere;Hors intersection;Route departementale;Collision par le cote;VL seul;S inserant;Scooter > 50 cm3 et <= 125 cm3;37;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;20/05/2013;18:40;Rueil-Malmaison;Plein jour;Pluie forte;Hors intersection;Voie commuNon renseignee le;Sans collision;Cyclomoteur <50cm3;Sans changement de direction;Non renseignee ;41;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte (35-49);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;30/05/2013;07:50;Rueil-Malmaison;Plein jour;Pluie legere;Hors intersection;Route departementale;Collision par le cote;VL seul;S inserant;Scooter < 50 cm3;46;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;31/05/2013;16:15;Rueil-Malmaison;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Cyclomoteur <50cm3;Non renseignee ;Non renseignee ;39;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte (35-49);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Grave;30/07/2013;22:55;Rueil-Malmaison;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Sans collision;Scooter < 50 cm3;Changeant de file A'auche;Non renseignee ;35;Masculin;Blessee hospitalisee;Non renseignee ;1;1;0;0;0;0;Adulte (35-49);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;16/09/2013;11:35;Rueil-Malmaison;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Se deportant A$roite;Non renseignee ;54;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Senior actif (50-64);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;14/01/2013;15:00;Saint-Cloud;Plein jour;Pluie legere;Intersection en T;Route departementale;Sans collision;VL seul;Se deportant A$roite;Non renseignee ;55;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Senior actif (50-64);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;05/10/2013;16:45;Garches;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Scooter < 50 cm3;Non renseignee ;VL seul;24;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;07/11/2013;08:25;Saint-Cloud;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;S inserant;Motocyclette > 125 cm3;53;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;12/11/2013;14:40;Saint-Cloud;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;S inserant;Non renseignee ;56;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;22/06/2013;21:20;Chaville;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Changeant de file A$roite;VL seul;19;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Jeune adulte (18-24);Sans pieton;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;06/07/2013;16:30;Sevres;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Scooter > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;46;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte (35-49);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;09/07/2013;19:35;Sevres;Plein jour;Autre;Giratoire;Route departementale;Collision par l'arriere;VL seul;Sans changement de direction;Scooter > 125 cm3;55;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;19/12/2013;18:40;Suresnes;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Cyclomoteur <50cm3;48;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;05/02/2013;21:55;Malakoff;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Sans changement de direction;Non renseignee ;28;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;12/10/2013;16:45;Malakoff;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Bicyclette;48;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;20/12/2013;17:40;Malakoff;Crepuscule ou aube;Autre;Hors intersection;Route departementale;Sans collision;Motocyclette > 125 cm3;S inserant;Non renseignee ;56;Masculin;Blessee hospitalisee;Non renseignee ;1;1;0;1;0;0;Senior actif (50-64);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;08/02/2013;21:00;Puteaux;Nuit sanseclairage public;Pluie legere;Hors intersection;Route departementale;Sans collision;VL seul;Non renseignee ;Non renseignee ;33;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Grave;13/11/2013;17:45;Courbevoie;Crepuscule ou aube;Autre;Intersection en T;Route Non renseignee tioNon renseignee le;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;35;Feminin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;17/12/2013;17:35;Puteaux;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Non renseignee ;Non renseignee ;48;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Grave;31/08/2013;03:15;Arcueil;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;21;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Jeune adulte (18-24);Sans pieton;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Mortel;23/10/2014;21:20;Antony;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;20;Feminin;Indemne;Non renseignee ;3;2;0;1;1;0;Jeune adulte (18-24);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Grave;21/03/2014;23:15;Non renseignee nterre;Nuit avec eclairage public allumee;Autre;Hors intersection;Autoroute;Sans collision;Motocyclette > 125 cm3;TourNon renseignee nt A$roite;Non renseignee ;20;Feminin;Blessee hospitalisee;Non renseignee ;1;1;0;1;0;0;Jeune adulte (18-24);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Grave;04/10/2014;20:40;ChateNon renseignee y-Malabry;Crepuscule ou aube;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;Motocyclette > 125 cm3;TourNon renseignee nt A$roite;Non renseignee ;21;Masculin;Blessee hospitalisee;Non renseignee ;2;1;0;1;0;0;Jeune adulte (18-24);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;03/12/2014;09:10;ChateNon renseignee y-Malabry;Crepuscule ou aube;Pluie legere;Hors intersection;Route departementale;Sans collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;31;Masculin;Blessee hospitalisee;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Grave;21/11/2014;21:15;Courbevoie;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collisions multiples;Motocyclette > 125 cm3;Meme sens, Meme file;VL seul;34;Masculin;Indemne;Non renseignee ;3;3;0;2;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;07/04/2014;17:20;Gennevilliers;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Motocyclette > 125 cm3;Sans changement de direction;VL seul;21;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;22/11/2014;17:10;Rueil-Malmaison;Crepuscule ou aube;Autre;Hors intersection;Route departementale;Sans collision;Scooter < 50 cm3;Non renseignee ;Non renseignee ;22;Masculin;Blessee hospitalisee;Non renseignee ;2;1;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;20/12/2014;17:00;Saint-Cloud;Nuit avec eclairage public allumee;Pluie legere;Intersection en T;Route departementale;Collision par l'arriere;Scooter < 50 cm3;Meme sens, Meme file;VL seul;19;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;18/01/2014;21:10;Clichy;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par le cote;Scooter < 50 cm3;Sans changement de direction;Scooter < 50 cm3;32;Masculin;Indemne;Non renseignee ;3;2;0;0;0;0;Adulte jeune (25-34);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
