type_acci;date;heure;commune;luminosite_accident;cond_atmos;Intersection;categorie_route;type_collision;type_vehicule_1;manoeuvre_vehicule_1;type_vehicule_2;age_usager;sexe_usager;gravite_usager;etat_usager;nombre_usagers;nb_veh;nombre_pietons;nombre_motos;nombre_vl;nombre_pl;age_usa1_categ;accident_pieton;accident_moto;categorie_vl;accident_pl;categorie_age;categorie_usagers
Leger;30/11/2021;15:27;Rueil-Malmaison;Plein jour;Normale;Intersection en X;Voie commuNon renseignee le;Non renseignee ;Autobus;Autres manoeuvre;Non renseignee ;11;Feminin;Blessee Leger;Non renseignee ;2;1;1;0;0;0;Mineur (-18 ans);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Leger;19/11/2020;09:20;Rueil-Malmaison;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Sedeportant A'auche;Non renseignee ;38;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;17/09/2020;15:45;Puteaux;Plein jour;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Scooter < 50 cm3;Sans changement de direction;Non renseignee ;53;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Senior actif (50-64);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;29/01/2019;08:52;Puteaux;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Motocyclette > 125 cm3;Changeant de file A'auche;Non renseignee ;24;Feminin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;24/06/2019;16:50;Neuilly-sur-Seine;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Scooter > 125 cm3;S inserant;Non renseignee ;29;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;07/11/2019;19:15;Courbevoie;Nuit avec eclairage public allumee;Normale;Intersection en T;Route departementale;Non renseignee ;Non renseignee ;Sedeportant A'auche;EDP A-oteur;39;Feminin;Blessee Leger;Non renseignee ;1;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Grave;03/03/2014;11:10;Chatillon;Plein jour;Pluie legere;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Sans changement de direction;Non renseignee ;40;Feminin;Blessee hospitalisee;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;15/07/2014;23:45;Clamart;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;S inserant;Motocyclette > 125 cm3;28;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;10/10/2014;12:10;Non renseignee nterre;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Sans changement de direction;Motocyclette > 50 cm3 et <= 125 cm3;67;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;21/01/2014;20:00;Rueil-Malmaison;Nuit sanseclairage public;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;Motocyclette > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;47;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte (35-49);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;11/02/2014;08:55;Rueil-Malmaison;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;26;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;23/09/2014;08:30;Saint-Cloud;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Motocyclette > 125 cm3;Sans changement de direction;VL seul;40;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;19/12/2014;09:10;Chaville;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;55;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;30/09/2014;18:15;Suresnes;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 50 cm3 et <= 125 cm3;35;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;21/11/2014;08:55;Villeneuve-la-Garenne;Plein jour;Pluie legere;Intersection en T;Voie commuNon renseignee le;Sans collision;Scooter > 50 cm3 et <= 125 cm3;TourNon renseignee nt A$roite;Non renseignee ;28;Feminin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;19/01/2014;20:45;Asnieres-sur-Seine;Crepuscule ou aube;Autre;Intersection en X;Route departementale;Sans collision;Scooter < 50 cm3;Sans changement de direction;Non renseignee ;50;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Senior actif (50-64);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;21/11/2014;21:35;Boulogne-Billancourt;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;Cyclomoteur <50cm3;Non renseignee ;VL seul;18;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;19/12/2014;20:00;Boulogne-Billancourt;Nuit avec eclairage public allumee;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;52;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;08/10/2014;07:50;Courbevoie;Crepuscule ou aube;Pluie legere;Hors intersection;Route departementale;Sans collision;Scooter < 50 cm3;Sans changement de direction;Non renseignee ;17;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Mineur (-18 ans);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Mineur (-18 ans);1 usager
Leger;14/11/2014;15:20;Courbevoie;Plein jour;Temps couvert;Hors intersection;Voie commuNon renseignee le;Collision par l'arriere;Cyclomoteur <50cm3;Meme sens, Meme file;VL seul;21;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;11/02/2014;10:05;La Garenne-Colombes;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Scooter < 50 cm3;Sans changement de direction;Non renseignee ;45;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte (35-49);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;22/01/2014;11:30;Courbevoie;Plein jour;Pluie legere;Hors intersection;Route departementale;Collision par le cote;VL seul;En faisant demi-tour sur la chaussee;Scooter < 50 cm3;22;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;20/03/2014;13:00;Gennevilliers;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Cyclomoteur <50cm3;27;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;03/02/2014;21:00;Issy-les-Moulineaux;Nuit sanseclairage public;Autre;Place;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;53;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;20/03/2014;08:35;Montrouge;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Manoeuvre de stationnement;Scooter < 50 cm3;28;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;26/04/2014;02:50;Neuilly-sur-Seine;Nuit avec eclairage public allumee;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collision frontale;Cyclomoteur <50cm3;A contresens;VL seul;27;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;08/08/2014;16:15;Puteaux;Plein jour;Autre;Intersection en T;Route departementale;Sans collision;Scooter < 50 cm3;TourNon renseignee nt A'auche;Non renseignee ;45;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte (35-49);Sans pieton ;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;07/02/2014;08:30;Sevres;Plein jour;Autre;Intersection en Y;Route departementale;Collision par le cote;VL seul;Non renseignee ;Scooter < 50 cm3;60;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;31/03/2014;10:20;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;En faisant demi-tour sur la chaussee;Bicyclette;20;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;05/12/2014;16:12;Clamart;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Bicyclette;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;50;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;03/12/2014;18:15;Issy-les-Moulineaux;Nuit avec eclairage public non allumee;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A$roite;Non renseignee ;65;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior (65+);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;17/02/2014;13:00;Saint-Cloud;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Bicyclette;Sans changement de direction;Non renseignee ;51;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Senior actif (50-64);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;15/05/2014;17:45;Non renseignee nterre;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision frontale;VL seul;Sans changement de direction;Bicyclette;33;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;23/04/2014;18:50;Rueil-Malmaison;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Non renseignee ;34;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;19/06/2014;13:50;Bagneux;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;En marche arriere;Non renseignee ;46;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;10/12/2014;15:30;Boulogne-Billancourt;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;64;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;26/05/2014;17:00;Clamart;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;61;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;28/10/2014;15:30;Clichy;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;Scooter > 125 cm3;Sans changement de direction;Non renseignee ;43;Masculin;Indemne;Non renseignee ;2;1;1;1;0;0;Adulte (35-49);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;22/11/2014;11:50;Colombes;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;En marche arriere;Non renseignee ;33;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;30/09/2014;07:30;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Sans collision;VL seul;Non renseignee ;Non renseignee ;31;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;09/04/2015;02:45;Gennevilliers;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Scooter > 125 cm3;31;Masculin;Blessee Leger;Non renseignee ;1;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;18/04/2015;10:00;Levallois-Perret;Plein jour;Autre;Place;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A$roite;Motocyclette > 125 cm3;61;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;19/05/2015;09:10;Levallois-Perret;Plein jour;Autre;Intersection en T;Route departementale;Sans collision;Scooter > 125 cm3;TourNon renseignee nt A$roite;Non renseignee ;69;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Senior (65+);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Senior (65+);1 usager
Leger;17/10/2015;15:15;Meudon;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Motocyclette > 50 cm3 et <= 125 cm3;Se deportant A$roite;Non renseignee ;38;Feminin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte (35-49);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;31/03/2015;17:15;Montrouge;Plein jour;Autre;Intersection en Y;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;66;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;18/12/2015;20:10;Chatillon;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Collisions multiples;VL seul;Changeant de file A'auche;VL seul;62;Masculin;Indemne;Non renseignee ;3;3;0;1;2;0;Senior actif (50-64);Sans pieton;Avec moto;2 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;18/05/2015;17:05;Non renseignee nterre;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Scooter > 125 cm3;29;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;15/10/2015;18:30;Non renseignee nterre;Plein jour;Pluie legere;Intersection en Y;Route departementale;Collision par le cote;VL seul;Changeant de file A'auche;Motocyclette > 50 cm3 et <= 125 cm3;54;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;10/11/2015;07:50;Neuilly-sur-Seine;Crepuscule ou aube;Autre;Hors intersection;Route departementale;Collisions multiples;Motocyclette > 125 cm3;Sans changement de direction;VL seul;57;Masculin;Blessee Leger;Non renseignee ;3;3;0;1;2;0;Senior actif (50-64);Sans pieton;Avec moto;2 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;28/11/2015;00:55;Neuilly-sur-Seine;Nuit avec eclairage public allumee;Pluie legere;Intersection en X;Route departementale;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A'auche;Scooter > 50 cm3 et <= 125 cm3;32;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;01/12/2015;14:00;Puteaux;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Sans collision;Motocyclette > 125 cm3;TourNon renseignee nt A'auche;Non renseignee ;24;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Jeune adulte (18-24);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;10/11/2015;18:00;Vaucresson;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Collision par l'arriere;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;Motocyclette > 125 cm3;21;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;09/12/2015;13:20;Suresnes;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;Se deportant A$roite;Motocyclette > 125 cm3;47;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;21/09/2015;18:40;Villeneuve-la-Garenne;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Scooter > 50 cm3 et <= 125 cm3;Non renseignee ;VL seul;19;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;01/10/2015;21:05;Gennevilliers;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Collision par le cote;Scooter < 50 cm3;Entre 2 files;VL seul;23;Masculin;Blessee Leger;Non renseignee ;3;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;05/06/2015;11:10;Boulogne-Billancourt;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;40;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;04/11/2015;19:15;Gennevilliers;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;53;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;08/01/2015;09:45;Issy-les-Moulineaux;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;Manoeuvre de stationnement;Cyclomoteur <50cm3;41;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;21/12/2015;18:05;Montrouge;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision frontale;Scooter < 50 cm3;Sans changement de direction;VL seul;25;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;30/07/2015;10:00;Rueil-Malmaison;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;36;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;25/08/2015;18:50;Rueil-Malmaison;Plein jour;Pluie legere;Hors intersection;Voie commuNon renseignee le;Sans collision;Bicyclette;Sans changement de direction;Non renseignee ;30;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte jeune (25-34);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;23/06/2015;16:00;Saint-Cloud;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;Bicyclette;Meme sens, Meme file;VL seul;18;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;29/06/2015;01:00;Vanves;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Sans collision;Bicyclette;Se deportant A$roite;Non renseignee ;25;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte jeune (25-34);Sans pieton ;Sans moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
